municipality,tot_pob,high,professionals,europeans,nse_municip,NumCompanies_10S,NumNewCompanies_10S,NumCompanies_ML_10S,NumCompanies_HP_10S,Banks_BBVA,banks_Bankinter,banks_CaixaBank,banks_Sabadell,banks_Santander,banks_total,municipality_name,high_ratio,professionals_ratio,europeans_ratio,growth_rate_10S,companies_size_ratio_10S,companies_profit_ratio_10S,province
17011,1043,51.14327432833142,437.38709677419354,871,4.3899721448468,32.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,"Armentera, L'",0.04903477883828516,0.41935483870967744,0.835091083413231,0.03125,0.0,0.03125,Cataluña
17012,1676,83.7919094885263,693.3018633540378,1604,4.36977491961415,57.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Avinyonet de Puigventós,0.049995172725851016,0.4136645962732922,0.9570405727923628,0.03508771929824561,0.05263157894736842,0.08771929824561403,Cataluña
17013,4177,395.2506993979418,1827.8018468403457,3572,4.974487252538443,640.0,24.0,4.0,30.0,0.0,0.0,1.0,1.0,0.0,2.0,Begur,0.09462549662387881,0.43758722691892404,0.8551592051711755,0.0375,0.00625,0.046875,Cataluña
17014,87,9.21212121212121,26.393258426966277,64,4.72727272727273,35.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,"Vajol, La",0.10588645071403689,0.30337078651685373,0.735632183908046,0.0,0.02857142857142857,0.05714285714285714,Cataluña
17015,20187,1980.4516385434947,6553.8776804870895,16386,4.815172008316774,12048.0,324.0,372.0,624.0,1.0,0.0,2.0,1.0,1.0,5.0,Banyoles,0.0981052973965173,0.32465832865146327,0.8117105067617774,0.026892430278884463,0.030876494023904383,0.05179282868525897,Cataluña
17016,1034,46.635427283115554,440.7888446215141,918,4.16020671834625,50.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,Bàscara,0.04510196062196862,0.42629482071713165,0.8878143133462283,0.02,0.0,0.02,Cataluña
17018,713,13.10848549946294,262.3593073593073,638,4.02631578947368,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bellcaire d'Empordà,0.01838497265001815,0.3679653679653679,0.8948106591865358,0.0,0.0,0.0,Cataluña
17019,2480,65.52223552029737,686.6773675762446,2187,4.14521112255407,186.0,5.0,5.0,10.0,1.0,0.0,1.0,0.0,0.0,2.0,Besalú,0.026420256258184425,0.2768860353130019,0.8818548387096774,0.026881720430107527,0.026881720430107527,0.053763440860215055,Cataluña
17020,5156,240.0302794331439,1851.524403688411,4897,4.516147665321293,714.0,18.0,15.0,42.0,0.0,0.0,1.0,0.0,0.0,1.0,Bescanó,0.04655358406383706,0.35910093166959095,0.9497672614429791,0.025210084033613446,0.02100840336134454,0.058823529411764705,Cataluña
17021,202,4.39855803893295,81.86315789473682,176,4.04109589041096,186.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Beuda,0.02177503979669777,0.4052631578947367,0.8712871287128713,0.026881720430107527,0.026881720430107527,0.053763440860215055,Cataluña
17022,11163,699.7263786337189,3877.023380014664,8994,4.354446229271795,1766.0,72.0,8.0,28.0,1.0,0.0,1.0,1.0,1.0,4.0,"Bisbal d'Empordà, La",0.0626826461196559,0.34731016572737294,0.805697393173878,0.04077010192525481,0.004530011325028313,0.015855039637599093,Cataluña
17023,40579,2053.6841812230846,11541.152444714491,34377,4.3234564202235966,32318.0,1760.0,396.0,1100.0,1.0,1.0,2.0,2.0,1.0,7.0,Blanes,0.050609531561228334,0.2844119481681286,0.8471623253406935,0.05445881552076242,0.012253233492171545,0.03403675970047652,Cataluña
17024,518,19.223061948929335,336.91056910569125,484,4.26056338028169,66.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Bolvir,0.03711015820256628,0.6504065040650411,0.9343629343629344,0.030303030303030304,0.0,0.015151515151515152,Cataluña
17025,1815,148.39596650849057,582.5548060708265,1518,4.66279069767442,94.0,6.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,Bordils,0.08176086309007745,0.3209668353007309,0.8363636363636363,0.06382978723404255,0.02127659574468085,0.0425531914893617,Cataluña
17026,776,35.271673290254704,365.17647058823536,725,4.13357400722022,43.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Borrassà,0.04545318722970967,0.47058823529411775,0.9342783505154639,0.09302325581395349,0.0,0.046511627906976744,Cataluña
17027,3842,135.80389575229805,1296.8125308128474,3455,4.015588103156131,298.0,14.0,2.0,12.0,0.0,0.0,1.0,0.0,0.0,1.0,Breda,0.035347187858484654,0.3375357966717458,0.8992712129099427,0.04697986577181208,0.006711409395973154,0.040268456375838924,Cataluña
17028,388,9.00374003246066,135.7493472584856,362,3.93243243243243,24.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Brunyola i Sant Martí Sapresa,0.023205515547579023,0.34986945169712785,0.9329896907216495,0.125,0.041666666666666664,0.125,Cataluña
17029,258,4.8571428571428505,109.54761904761924,243,3.95833333333333,24.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Boadella i les Escaules,0.018826135105204846,0.4246031746031753,0.9418604651162791,0.041666666666666664,0.0,0.041666666666666664,Cataluña
17030,949,67.94329665781393,417.4398734177213,785,4.38964577656676,95.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Cabanes,0.07159462240022543,0.4398734177215187,0.827186512118019,0.042105263157894736,0.010526315789473684,0.031578947368421054,Cataluña
17031,279,18.07646356033456,126.0,229,4.14814814814815,23.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cabanelles,0.06479019197252531,0.45161290322580644,0.8207885304659498,0.13043478260869565,0.0,0.0,Cataluña
17032,2889,197.96848674525523,1230.3816371681423,2253,4.62903225806452,264.0,16.0,0.0,5.0,1.0,0.0,1.0,0.0,1.0,3.0,Cadaqués,0.06852491753037564,0.42588495575221264,0.7798546209761164,0.06060606060606061,0.0,0.01893939393939394,Cataluña
17033,8196,423.4320942031886,2644.2355229860677,7544,4.371680847099087,796.0,44.0,12.0,24.0,0.0,0.0,1.0,0.0,0.0,1.0,Caldes de Malavella,0.05166326185983268,0.322625124815284,0.920448999511957,0.05527638190954774,0.01507537688442211,0.03015075376884422,Cataluña
17034,11712,675.6037045344892,3907.6793732451615,9784,4.493639213018253,1817.0,115.0,18.0,52.0,0.0,0.0,2.0,0.0,0.0,2.0,Calonge i Sant Antoni,0.05768474253197483,0.333647487469703,0.8353825136612022,0.06329113924050633,0.009906439185470555,0.028618602091359385,Cataluña
17035,715,16.17896972915561,271.3492063492063,684,4.05947955390335,193.0,7.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Camós,0.02262792969112673,0.37950937950937946,0.9566433566433566,0.03626943005181347,0.031088082901554404,0.05181347150259067,Cataluña
17036,3217,110.61738109577688,973.8743789714696,3068,4.204928772515362,219.0,9.0,3.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,Campdevànol,0.03438525989921569,0.30272750356589045,0.9536835561081753,0.0410958904109589,0.0136986301369863,0.0410958904109589,Cataluña
17037,162,5.4937867887508105,79.25179856115136,153,4.30909090909091,85.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Campelles,0.033912264128091424,0.4892086330935269,0.9444444444444444,0.023529411764705882,0.011764705882352941,0.03529411764705882,Cataluña
17038,535,13.12059748563904,177.0292504570386,517,4.07109004739337,49.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Campllong,0.0245244812815683,0.33089579524680107,0.9663551401869159,0.02040816326530612,0.10204081632653061,0.14285714285714285,Cataluña
17039,2469,114.70820464752676,1091.1974896679667,2137,4.442274545326869,278.0,6.0,4.0,6.0,0.0,0.0,1.0,1.0,0.0,2.0,Camprodon,0.04645937814804648,0.4419592910765357,0.8655326042932361,0.02158273381294964,0.014388489208633094,0.02158273381294964,Cataluña
17040,750,62.071157411494674,382.780082987552,709,4.62056737588652,42.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Canet d'Adri,0.08276154321532624,0.5103734439834027,0.9453333333333334,0.07142857142857142,0.0,0.023809523809523808,Cataluña
17041,330,7.716773162939299,124.40894568690122,274,3.7416666666666702,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Cantallops,0.02338416109981606,0.3769968051118219,0.8303030303030303,0.0,0.0,0.0625,Cataluña
17042,672,40.75315640122285,115.10603588907016,541,4.23529411764706,54.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Capmany,0.0606445779780102,0.17128874388254486,0.8050595238095238,0.018518518518518517,0.0,0.05555555555555555,Cataluña
17043,191,21.52321116928452,83.0,187,4.77333333333333,85.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Queralbs,0.11268696947269381,0.43455497382198954,0.9790575916230366,0.023529411764705882,0.011764705882352941,0.03529411764705882,Cataluña
17044,10680,525.2663445905207,3572.6390354427335,8918,4.355014586880192,2250.0,65.0,70.0,120.0,1.0,0.0,1.0,1.0,1.0,4.0,Cassà de la Selva,0.04918224200285774,0.33451676361823346,0.8350187265917604,0.028888888888888888,0.03111111111111111,0.05333333333333334,Cataluña
17046,926,22.85200632140095,329.54422476586876,828,3.85561497326203,34.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Castellfollit de la Roca,0.02467819257170729,0.35587929240374594,0.8941684665226782,0.0,0.0,0.0,Cataluña
17047,11611,719.1015705045559,4311.615507540197,7005,4.60644295905349,2104.0,94.0,20.0,54.0,1.0,0.0,2.0,2.0,0.0,5.0,Castelló d'Empúries,0.06193278533326638,0.37133886035140784,0.6033072086814227,0.04467680608365019,0.009505703422053232,0.025665399239543727,Cataluña
17048,11757,528.2250344770662,3488.183187670139,9416,3.8084562844123018,2434.0,200.0,8.0,63.0,1.0,0.0,3.0,1.0,1.0,6.0,"Castell d'Aro, Platja d'Aro i s'Agaró",0.04492855613481893,0.2966899028383209,0.8008845793995066,0.08216926869350863,0.003286770747740345,0.025883319638455218,Cataluña
17049,5503,279.5921339622777,1603.3305870860022,4374,4.320691583010211,837.0,27.0,48.0,78.0,0.0,0.0,1.0,1.0,0.0,2.0,Celrà,0.05080722041836775,0.2913557308896969,0.7948391786298382,0.03225806451612903,0.05734767025089606,0.0931899641577061,Cataluña
17050,999,81.0300967870243,356.0485537190082,893,4.54010695187166,91.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Cervià de Ter,0.08111120799501932,0.3564049586776859,0.8938938938938938,0.0,0.054945054945054944,0.04395604395604396,Cataluña
17051,307,4.44036697247707,162.20921985815613,280,3.8532110091743097,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cistella,0.014463736066700553,0.5283687943262415,0.9120521172638436,0.2222222222222222,0.0,0.0,Cataluña
17052,178,5.551948051948051,77.34523809523806,156,4.13636363636364,320.0,12.0,23.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,Siurana,0.031190719392966578,0.4345238095238093,0.8764044943820225,0.0375,0.071875,0.109375,Cataluña
17054,468,29.93770764119604,219.37500000000009,397,4.31395348837209,24.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,Colera,0.06396946077178642,0.46875000000000017,0.8482905982905983,0.0,0.0,0.041666666666666664,Cataluña
17055,204,6.72862957937585,75.3409090909092,186,4.11940298507463,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Colomers,0.03298347833027378,0.3693181818181823,0.9117647058823529,0.0,0.0,0.0,Cataluña
17056,2407,123.84826777110564,981.5346869712369,2212,4.26579520697168,266.0,4.0,10.0,18.0,0.0,0.0,1.0,0.0,0.0,1.0,Cornellà del Terri,0.05145337256797077,0.4077834179357029,0.9189862899875364,0.015037593984962405,0.03759398496240601,0.06766917293233082,Cataluña
17057,1268,70.9643158542799,568.4483030781378,1196,4.27291242362526,92.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,Corçà,0.05596554878097784,0.4483030781373326,0.943217665615142,0.021739130434782608,0.021739130434782608,0.08695652173913043,Cataluña
17058,276,4.65732572219339,136.87804878048786,239,3.8936170212766,31.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Crespià,0.016874368558671703,0.4959349593495937,0.8659420289855072,0.0,0.06451612903225806,0.06451612903225806,Cataluña
17060,535,44.719702098849005,181.2728937728938,475,4.32701421800948,21.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Darnius,0.08358822822214768,0.3388278388278389,0.8878504672897196,0.047619047619047616,0.0,0.0,Cataluña
17061,267,14.55050731429037,136.13833992094857,252,4.42268041237114,216.0,14.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Das,0.05449628207599389,0.509881422924901,0.9438202247191011,0.06481481481481481,0.0,0.018518518518518517,Cataluña
17062,10520,671.4511048593033,3887.199930009251,7749,4.526750414188,3095.0,140.0,10.0,70.0,1.0,0.0,1.0,1.0,1.0,4.0,"Escala, L'",0.06382615065202503,0.36950569676894024,0.7365969581749049,0.045234248788368334,0.0032310177705977385,0.022617124394184167,Cataluña
17063,248,12.68587634713556,89.97209302325561,237,4.31707317073171,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Espinelves,0.051152727206191774,0.3627906976744178,0.9556451612903226,0.0,0.0,0.09090909090909091,Cataluña
17064,408,8.8088867654085,207.923076923077,375,3.92546583850932,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Espolla,0.021590408738746323,0.5096153846153848,0.9191176470588235,0.0,0.0,0.0,Cataluña
17065,489,35.2776201669774,217.7054794520546,462,4.38461538461539,31.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Esponellà,0.07214237252960613,0.44520547945205435,0.9447852760736196,0.0,0.06451612903225806,0.06451612903225806,Cataluña
17066,47088,3708.586146636196,13163.537777581343,34534,4.658756471506063,57313.0,2507.0,600.0,1451.0,1.0,1.0,3.0,2.0,3.0,10.0,Figueres,0.0787586252683528,0.2795518556231172,0.7333927964661909,0.04374225742850662,0.010468829061469474,0.025317118280320346,Cataluña
17067,1130,38.97352375637793,308.0878316559927,838,4.0709219858156,57.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,Flaçà,0.03448984403219286,0.272644098810613,0.7415929203539823,0.05263157894736842,0.017543859649122806,0.017543859649122806,Cataluña
17068,288,29.29310496267016,124.1212121212121,277,4.51304347826087,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Foixà,0.1017121700092714,0.4309764309764309,0.9618055555555556,0.0,0.0,0.0,Cataluña
17069,533,46.99718468468462,297.7117117117118,508,4.80232558139535,216.0,14.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Fontanals de Cerdanya,0.08817483055287921,0.5585585585585587,0.9530956848030019,0.06481481481481481,0.0,0.018518518518518517,Cataluña
17070,163,5.94543233337858,82.08633093525192,144,4.11320754716981,578.0,17.0,14.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Fontanilles,0.03647504499005264,0.503597122302159,0.8834355828220859,0.029411764705882353,0.02422145328719723,0.05190311418685121,Cataluña
17071,1466,75.47391296004913,655.1062670299731,1421,4.36443661971831,57.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Fontcoberta,0.05148288742158877,0.4468664850136242,0.9693042291950886,0.05263157894736842,0.0,0.07017543859649122,Cataluña
17073,2693,185.70170360871936,647.2830188679247,2592,2.943661921053868,528.0,26.0,36.0,62.0,0.0,0.0,1.0,0.0,0.0,1.0,Fornells de la Selva,0.06895718663524669,0.24035760076788887,0.9624953583364277,0.04924242424242424,0.06818181818181818,0.11742424242424243,Cataluña
17074,778,37.71779249760902,274.2883355176934,695,4.13513513513513,320.0,12.0,23.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,Fortià,0.04848045308175966,0.3525557011795545,0.8933161953727506,0.0375,0.071875,0.109375,Cataluña
17075,458,19.5170947693391,207.5148741418763,417,4.19526627218935,30.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Garrigàs,0.042613744037858295,0.4530892448512583,0.9104803493449781,0.1,0.03333333333333333,0.06666666666666667,Cataluña
17076,177,16.29430505774591,83.03703703703701,158,4.5,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Garrigoles,0.09205822066523113,0.46913580246913567,0.8926553672316384,0.04,0.0,0.0,Cataluña
17077,922,80.50702106672301,354.7812865497077,763,4.50903614457831,49.0,3.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,Garriguella,0.08731781026759546,0.384795321637427,0.8275488069414316,0.061224489795918366,0.02040816326530612,0.061224489795918366,Cataluña
17078,512,24.61295681063121,262.8571428571429,485,4.41279069767442,66.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Ger,0.04807218127076408,0.5133928571428572,0.947265625,0.030303030303030304,0.0,0.015151515151515152,Cataluña
17079,102666,11806.07436383312,32704.82123114579,82900,4.8441927305695005,56403.0,2247.0,656.0,1962.0,3.0,1.0,8.0,4.0,4.0,20.0,Girona,0.11499497753718972,0.31855552209247257,0.8074727757972454,0.03983830647305994,0.011630587025512827,0.03478538375618318,Cataluña
17080,200,10.3404255319149,75.53191489361701,191,4.38888888888889,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gombrèn,0.0517021276595745,0.37765957446808507,0.955,0.0,0.0,0.0,Cataluña
17081,439,10.12594458438288,215.62972292191432,337,4.09150326797386,578.0,17.0,14.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Gualta,0.023065932994038453,0.49118387909319894,0.7676537585421412,0.029411764705882353,0.02422145328719723,0.05190311418685121,Cataluña
17082,573,56.76971422432314,323.3128491620111,562,4.72596153846154,24.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Guils de Cerdanya,0.09907454489410669,0.5642458100558658,0.9808027923211169,0.0,0.0,0.041666666666666664,Cataluña
17083,4370,72.33972675683395,1224.6166076547352,3775,4.035710434287659,432.0,12.0,9.0,42.0,0.0,0.0,1.0,1.0,0.0,2.0,Hostalric,0.016553713216666807,0.280232633330603,0.8638443935926774,0.027777777777777776,0.020833333333333332,0.09722222222222222,Cataluña
17084,318,7.77064220183487,181.0676156583629,310,4.27522935779816,66.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Isòvol,0.024435981766776322,0.569395017793594,0.9748427672955975,0.030303030303030304,0.0,0.015151515151515152,Cataluña
17085,386,9.03415682062299,157.4473684210526,341,4.0952380952381,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jafre,0.02340455134876422,0.4078947368421052,0.883419689119171,0.0,0.0,0.0,Cataluña
17086,3317,115.35452220914448,945.2534023077092,2158,4.221806888328297,876.0,16.0,10.0,28.0,1.0,0.0,1.0,0.0,0.0,2.0,"Jonquera, La",0.03477676280046563,0.2849723853806781,0.6505878806150136,0.0182648401826484,0.01141552511415525,0.0319634703196347,Cataluña
17087,334,7.74960051932488,103.40557275541802,295,4.07258064516129,94.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Juià,0.02320239676444575,0.30959752321981443,0.8832335329341318,0.06382978723404255,0.02127659574468085,0.0425531914893617,Cataluña
17088,827,21.63828020482537,269.9376528117358,764,4.02830188679245,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lladó,0.02616478863945027,0.32640586797065996,0.9238210399032648,0.05,0.0,0.0,Cataluña
17089,9024,190.93193721096097,3090.3387938285305,7585,4.119434219887111,1256.0,64.0,28.0,48.0,0.0,0.0,1.0,1.0,0.0,2.0,Llagostera,0.021158237722845852,0.34245775640830345,0.8405363475177305,0.050955414012738856,0.022292993630573247,0.03821656050955414,Cataluña
17090,731,88.00501265225591,358.14798850574704,713,5.01492537313433,61.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Llambilles,0.12038989418913258,0.48994252873563204,0.9753761969904241,0.06557377049180328,0.03278688524590164,0.04918032786885246,Cataluña
17091,533,37.725717187103335,269.1386138613862,479,4.23589743589744,72.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Llanars,0.07077995719906817,0.5049504950495051,0.8986866791744841,0.013888888888888888,0.0,0.013888888888888888,Cataluña
17092,4905,210.0425624492368,1756.5103549114165,4266,4.337246656551286,807.0,21.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,2.0,Llançà,0.042822133017173664,0.35810608662821947,0.8697247706422019,0.026022304832713755,0.0,0.007434944237918215,Cataluña
17093,1245,85.3817864430369,496.3922518159803,1128,4.39248434237996,66.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,Llers,0.06857974814701759,0.3987086359967713,0.9060240963855422,0.045454545454545456,0.030303030303030304,0.015151515151515152,Cataluña
17094,1495,93.16743280535776,830.3211009174315,1333,4.51553930530165,111.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Llívia,0.06231935304706205,0.5553987297106565,0.8916387959866221,0.02702702702702703,0.0,0.0,Cataluña
17095,38941,2770.6021637052063,10084.725207790889,28789,4.245162103352074,30030.0,1530.0,270.0,840.0,1.0,0.0,3.0,1.0,1.0,6.0,Lloret de Mar,0.07114871635821388,0.25897447954060987,0.7392979122261883,0.05094905094905095,0.008991008991008992,0.027972027972027972,Cataluña
17096,205,3.26474442988204,109.0825688073395,201,4.03571428571429,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Llosses, Les",0.01592558258479044,0.5321100917431195,0.9804878048780488,0.0,0.0,0.0,Cataluña
17097,302,16.79151943462899,100.31095406360404,279,4.47272727272727,94.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Madremanya,0.055601057730559574,0.3321554770318015,0.9238410596026491,0.06382978723404255,0.02127659574468085,0.0425531914893617,Cataluña
17098,462,26.306952871003247,202.7037861915369,385,4.25862068965517,20.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Maià de Montcal,0.05694145643074296,0.43875278396436557,0.8333333333333334,0.05,0.1,0.1,Cataluña
17099,111,19.35728744939271,50.16346153846153,108,5.421052631578949,66.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Meranges,0.17438997702155595,0.45192307692307687,0.972972972972973,0.030303030303030304,0.0,0.015151515151515152,Cataluña
17100,294,5.535714285714279,136.79166666666674,238,3.9017857142857095,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masarac i Vilarnadal,0.018828960155490748,0.465277777777778,0.8095238095238095,0.0,0.0,0.0,Cataluña
17101,825,23.34740080637565,284.0341655716162,787,4.15699658703072,37.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Massanes,0.028299879765303817,0.3442838370565045,0.953939393939394,0.0,0.08108108108108109,0.13513513513513514,Cataluña
17102,724,16.940818341377753,303.06976744186034,642,4.06792452830189,48.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,Maçanet de Cabrenys,0.023398920361018996,0.4186046511627905,0.8867403314917127,0.041666666666666664,0.0,0.041666666666666664,Cataluña
17103,7572,146.23648235351106,2249.6118989456695,6672,4.097844836485819,1068.0,84.0,36.0,68.0,0.0,0.0,1.0,0.0,1.0,2.0,Maçanet de la Selva,0.019312794816892638,0.29709613034147775,0.8811410459587956,0.07865168539325842,0.033707865168539325,0.06367041198501873,Cataluña
17105,341,16.91747200490872,152.27044025157247,323,4.27642276422764,15.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Mieres,0.04961135485310475,0.44654088050314505,0.9472140762463344,0.0,0.06666666666666667,0.06666666666666667,Cataluña
17106,202,4.71428571428572,85.50264550264548,182,3.97222222222222,111.0,8.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Mollet de Peralada,0.023338048090523367,0.42328042328042315,0.900990099009901,0.07207207207207207,0.02702702702702703,0.02702702702702703,Cataluña
17107,365,6.72417362500863,167.87833827893195,351,3.9767441860465103,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Molló,0.01842239349317433,0.45994065281899166,0.9616438356164384,0.0,0.0,0.0,Cataluña
