municipality,municipality_name,high_score,high_ratio_score,professionals_score,professionals_ratio_score,europeans_score,europeans_ratio_score,NumNewCompanies_10S_score,growth_rate_10S_score,NumCompanies_ML_10S_score,companies_size_ratio_10S_score,NumCompanies_HP_10S_score,companies_profit_ratio_10S_score,competitor_score
28094,Navalafuente,7.1119184845660905,75.12163708675958,4.332852369943377,41.06714712306961,3.794395168197085,46.74254622479487,0.4966630451652957,53.125,0.1752080595707402,8.258928571428571,0.0,0.0,100.0
28095,Navalagamella,4.337722777374449,23.050713073973032,4.64009033645894,0.0,6.386052711931306,6.651222364343686,0.1862486419369858,62.19512195121951,0.0,0.0,0.0936768149882903,17.073170731707318,85.71428571428571
28096,Navalcarnero,19.51813362744867,6.626263638905365,71.61165742379845,11.78078138951637,82.89357075299567,52.490362985107744,46.93465776812044,65.1063829787234,51.51116951379764,31.48936170212766,34.0983606557377,25.81560283687943,28.57142857142857
28097,Navarredonda y San Mamés,0.0996356815343395,16.826240044370834,0.0,36.54041096306383,0.0796860221780349,100.0,0.0620828806456619,70.83333333333333,0.0,0.0,0.0,0.0,100.0
28099,Navas del Rey,1.9232700791666624,6.818093241858887,7.37991765746227,19.499604173145165,7.175465641919317,7.3523940050072065,0.6829116871022816,99.468085106383,0.1752080595707402,11.246200607902734,0.1873536299765807,14.893617021276595,85.71428571428571
28100,Nuevo Baztán,29.15907443295184,70.98527850635907,21.72967733407297,52.008266072615015,16.83907147165933,32.77840284891218,2.6074809871178024,63.97849462365591,0.0,0.0,1.6861826697892273,22.58064516129032,85.71428571428571
28101,Olmeda de las Fuentes,1.0076079513320908,45.50869118724987,0.5784948767813687,24.528109639438235,0.627806698094238,33.40876986699052,0.0,0.0,0.0,0.0,0.0936768149882903,70.0,100.0
28102,Orusco de Tajuña,2.0070575445335326,22.985165466183613,1.9300479181867736,0.0,3.013918988359883,29.460768100119765,0.1241657612913239,100.0,0.0,0.0,0.1873536299765807,87.5,100.0
28104,Paracuellos de Jarama,100.0,91.98759971559456,71.1620906823884,28.65801902251573,69.50334011036887,50.38699685736867,29.79978270991774,52.167242040659765,24.52912833990364,18.923411328474614,36.53395784543326,34.9060222477944,42.85714285714285
28106,Parla,100.0,9.24490743930605,100.0,2.8391790952294618,100.0,1.615616641430796,100.0,99.18897240129527,52.73762593079282,9.453076260360657,73.44262295081967,16.303734291910523,0.0
28107,Patones,0.3462226324082553,9.193010073503023,0.7886938427738315,8.685920895312869,1.1908219575951204,84.40153653638741,0.2483315225826478,100.0,0.0,0.0,0.0,0.0,100.0
28108,Pedrezuela,13.851778567930303,34.16301919312459,17.4355751961491,33.690947300042694,15.242372111381696,20.389663941489943,1.1174918516219152,72.85714285714285,0.0,0.0,0.5620608899297423,20.0,85.71428571428571
28109,Pelayos de la Presa,2.927347128839205,13.940238926811933,6.0102733596016416,9.368682961609478,6.1060345405393335,0.0,0.3104144032283097,45.21276595744681,0.0,0.0,0.0,0.0,85.71428571428571
28110,Perales de Tajuña,3.084875625487884,13.361926276852753,6.321646498549166,6.102976978988284,7.431652479575803,24.02902641890413,0.1241657612913239,29.82456140350877,0.0,0.0,0.0,0.0,85.71428571428571
28111,Pezuela de las Torres,2.070706332969697,35.722435215167586,1.3575769666345536,0.0,2.19769580791945,63.20313475558718,0.0620828806456619,56.66666666666666,0.0,0.0,0.0,0.0,100.0
28112,Pinilla del Valle,0.2626568550412023,24.76895295816872,0.0853634464667664,18.421218021261144,0.2226740245909574,75.45719818556246,0.0,0.0,0.0,0.0,0.0,0.0,100.0
28113,Pinto,39.869365190417696,8.613182621721782,100.0,20.51036449858368,100.0,55.39264553381416,100.0,49.09747292418773,100.0,61.698470001719095,100.0,51.38387484957882,14.285714285714285
28114,Piñuécar-Gandullas,0.0939580436753509,11.024669730628558,0.0,2.262792636655519,0.1988426908554704,89.85916410821663,0.0620828806456619,47.22222222222222,0.0,0.0,0.1873536299765807,77.77777777777779,100.0
28115,Pozuelo de Alarcón,100.0,100.0,100.0,72.75010899344547,100.0,66.15243447583877,100.0,59.17347647918714,100.0,27.537546687298654,100.0,35.93184595844617,0.0
28116,Pozuelo del Rey,1.37779756379052,17.111284001002563,2.171694644556451,7.220684591822719,2.8113526516082428,54.79986336629455,0.6829116871022816,32.241379310344826,1.9272886552781427,40.09852216748768,1.873536299765808,48.27586206896552,100.0
28117,Prádena del Rincón,0.0206185298043036,6.185103395126255,0.0,15.23299647535746,0.0945806057627143,91.9609968433887,0.0,0.0,0.0,0.0,0.0,0.0,100.0
28118,Puebla de la Sierra,0.3041163319919496,72.71523397421305,0.0,68.30664780601697,0.0,72.44673328380912,0.0,0.0,0.0,0.0,0.0,0.0,100.0
28119,Quijorna,2.5932385760585963,8.33561339491152,8.470377013989118,16.45809305283341,9.356032678716383,48.52414301188354,0.4966630451652957,64.15094339622641,0.0,0.0,0.0,0.0,85.71428571428571
28120,Rascafría,8.800674217837907,84.64068232120906,4.684748110192305,37.86349665212301,3.824184335366444,6.950913213607207,0.0,0.0,0.0,0.0,0.0,0.0,85.71428571428571
28121,Redueña,2.0992270214732995,100.0,0.1823159074908979,0.0,0.4907765291151872,69.44637061326969,0.0,0.0,0.0,0.0,0.0936768149882903,31.818181818181824,100.0
28122,Ribatejada,1.9766466386369963,36.59601229829781,1.5451373364532304,9.293114142524969,1.84320471860408,24.670292378156358,0.5587459258109576,96.83544303797468,0.0,0.0,0.3747072599531615,35.44303797468354,100.0
28123,Rivas-Vaciamadrid,100.0,93.2616342206248,100.0,31.32599103871263,100.0,64.58433395123507,100.0,68.75604253947792,100.0,25.25929482331121,100.0,35.916854656783755,0.0
28124,Robledillo de la Jara,0.0306469308713551,10.73123074740754,0.0,0.0,0.0,18.19894798181988,0.0,0.0,0.0,0.0,0.0,0.0,100.0
28125,Robledo de Chavela,1.6751365972745802,2.3764647582665392,11.259820184272112,21.940741182750337,12.02514205709094,59.67120821962393,0.4345801645196337,44.73684210526316,0.5256241787122208,23.845327604726094,0.3747072599531615,21.052631578947366,100.0
